run_accession	experiment_accession	biosample	subject_id	sample_name	library_name	hiv_group	group_evidence	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	center_repository	host_depletion_status	repository_filename_signal	analysis_eligibility
SRR24784899	SRX20557606	SAMN35536453	UNRESOLVED	2234042380488_C1T.unhost.fq.gz	L203	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	3210816	841674ef12b9bb376f6ce9de62eac21d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24784899/SRR24784899.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784898	SRX20557607	SAMN35536454	UNRESOLVED	2234042380563_C1T.unhost.fq.gz	L204	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	70344531	354c06f0078a424e7502ede550164fcd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24784898/SRR24784898.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784897	SRX20557608	SAMN35536455	UNRESOLVED	2234042380570_C1T.unhost.fq.gz	L205	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	9778118	3e31a5b9a2c8815b59b6502cc3e30bff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24784897/SRR24784897.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784896	SRX20557609	SAMN35536456	UNRESOLVED	2234042380631_C1T.unhost.fq.gz	L206	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	305055604	ad53b6b78dd0ddf03e40de2bd72cafbe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24784896/SRR24784896.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784895	SRX20557610	SAMN35536457	UNRESOLVED	2234042380648_C1T.unhost.fq.gz	L207	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	12044914	0dbd41e902e6e551e3ee914fd99f0a89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24784895/SRR24784895.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784894	SRX20557611	SAMN35536458	UNRESOLVED	2234042380662_C1T.unhost.fq.gz	L208	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	17619819	47ea2c4ce3486fe2d9c1659d35c1b638	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24784894/SRR24784894.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784893	SRX20557612	SAMN35536459	UNRESOLVED	2234042380716_C1T.unhost.fq.gz	L209	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	221990198	0927c9200d84b26640a7acc5a1139976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24784893/SRR24784893.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784892	SRX20557613	SAMN35536460	UNRESOLVED	2234042380723_C1T.unhost.fq.gz	L210	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	17293276	191e21be755cf43a8ae32286d4455c55	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24784892/SRR24784892.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784890	SRX20557615	SAMN35536461	UNRESOLVED	2234042380730_C1T.unhost.fq.gz	L211	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	51711796	c76e9be7f165937289bcb2131f73f012	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24784890/SRR24784890.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784889	SRX20557616	SAMN35536462	UNRESOLVED	2234042380815_C1T.unhost.fq.gz	L212	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	234901284	f000262031a2ef036942ba93ac8f00e3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24784889/SRR24784889.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784888	SRX20557617	SAMN35536463	UNRESOLVED	2234042381010_C1T.unhost.fq.gz	L213	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	61711009	ea175960f0b87e81eedb66906bbf1caa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24784888/SRR24784888.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784887	SRX20557618	SAMN35536464	UNRESOLVED	2234042381188_C1T.unhost.fq.gz	L214	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	23405200	ca99facc11de92bd78d0562436281bc8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24784887/SRR24784887.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784886	SRX20557619	SAMN35536465	UNRESOLVED	2234042381195_C1T.unhost.fq.gz	L215	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	12839417	13ffaf8bd7f69c00ff0f8345c4d63654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24784886/SRR24784886.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784885	SRX20557620	SAMN35536466	UNRESOLVED	2234042381218_C1T.unhost.fq.gz	L216	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	5388486	879388a73aecc81087fcddbb1fb65cbe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24784885/SRR24784885.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784884	SRX20557621	SAMN35536467	UNRESOLVED	2234042381225_C1T.unhost.fq.gz	L217	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	5663822	92a8921bbb9b1a9db0d4c662a4820998	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24784884/SRR24784884.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784883	SRX20557622	SAMN35536468	UNRESOLVED	2234042381249_C1T.unhost.fq.gz	L218	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	66814932	b4aa43fdeb9243c8b79d5e5e08813675	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24784883/SRR24784883.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784882	SRX20557623	SAMN35536469	UNRESOLVED	2234042381256_C1T.unhost.fq.gz	L219	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	32870017	ea086548f78b803a13b6ec9d9c492eb7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24784882/SRR24784882.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784881	SRX20557624	SAMN35536470	UNRESOLVED	2234042381263_C1T.unhost.fq.gz	L220	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	25235626	b27e79422911f49ca03b9f4e8466f8eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24784881/SRR24784881.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784879	SRX20557626	SAMN35536471	UNRESOLVED	2234042381270_C1T.unhost.fq.gz	L221	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	5810724	8d7777517c7e033ecbe3a0411835d125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24784879/SRR24784879.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784878	SRX20557627	SAMN35536472	UNRESOLVED	2234042381287_C1T.unhost.fq.gz	L222	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	80908004	bfe144944b48569f23890fd847557348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24784878/SRR24784878.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784877	SRX20557628	SAMN35536473	UNRESOLVED	2234042381294_C1T.unhost.fq.gz	L223	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	71996748	7a073e865afcc98b3fc99f303b82fc4f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/077/SRR24784877/SRR24784877.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784876	SRX20557629	SAMN35536474	UNRESOLVED	2234042381300_C1T.unhost.fq.gz	L224	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	44318961	1cc424ec2946425961d9cf8d57702029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24784876/SRR24784876.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784875	SRX20557630	SAMN35536475	UNRESOLVED	2234042381324_C1T.unhost.fq.gz	L225	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	40	14216869	f89d3bc39346d94fb3e72b0c3032db3c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24784875/SRR24784875.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	unhost	METADATA_ONLY
SRR24784874	SRX20557631	SAMN35536476	UNRESOLVED	MDL001-05D2222085L-DNA-D01-20220529.nonhuman.nonspike.fq.gz	L226	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	4681483	15e9fc8516884947610b221e2795edae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24784874/SRR24784874.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	nonhuman_nonspike	METADATA_ONLY
SRR24784873	SRX20557632	SAMN35536477	UNRESOLVED	MDL001-05D2223049L-DNA-D19-20220601.nonhuman.nonspike.fq.gz	L227	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	4029128	69beba7ecdd8fe244942d7d0f617906e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24784873/SRR24784873.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	nonhuman_nonspike	METADATA_ONLY
SRR24785089	SRX20558133	SAMN35536287	UNRESOLVED	N100008760_L01_6.fq.gz	L37	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	452521599	8b061c537beb9e743cc38fa42d9eb3f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24785089/SRR24785089.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785266	SRX20557956	SAMN35536310	UNRESOLVED	N100008834_L01_11.fq.gz	L60	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	692058310	783d6ba7ac8595fb74a4dc107d01cc24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24785266/SRR24785266.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785254	SRX20557968	SAMN35536311	UNRESOLVED	N100009043_L01_11.fq.gz	L61	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	219619362	b97befad4a21770c08d054d9bc9865e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24785254/SRR24785254.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784978	SRX20557527	SAMN35536382	UNRESOLVED	N100010946_L01_10.fq.gz	L132	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	644393343	3606148da56651d609df8c73b23f375a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24784978/SRR24784978.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785014	SRX20557491	SAMN35536252	UNRESOLVED	N100011228_L01_5.fq.gz	L2	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	303921925	a445e50e123345e59eb928628481edf0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24785014/SRR24785014.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784891	SRX20557614	SAMN35536272	UNRESOLVED	N100012503_L01_5.fq.gz	L22	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	344380308	5918f865fb2fb515b9ecf3ac6ba0d2ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24784891/SRR24784891.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784872	SRX20557633	SAMN35536478	UNRESOLVED	N100016633_L01_17.fq.gz	L228	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	789936711	04514f8fe7ec3cdcb8e46c854f4f1cc1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24784872/SRR24784872.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784871	SRX20557634	SAMN35536479	UNRESOLVED	N100016633_L01_20.fq.gz	L229	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	457921241	95e3ab3b6d7d94ca9b6a0ea861dbec22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24784871/SRR24784871.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784870	SRX20557635	SAMN35536480	UNRESOLVED	N100016633_L01_25.fq.gz	L230	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1054784427	957aac6e9b7d974d8b1b2de9de8a2df8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24784870/SRR24784870.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784868	SRX20557637	SAMN35536481	UNRESOLVED	N100016636_L01_4.fq.gz	L231	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	793920880	3b9b3dd32805735496b295fb22812e46	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24784868/SRR24784868.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784867	SRX20557638	SAMN35536482	UNRESOLVED	N100016636_L01_5.fq.gz	L232	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1349276280	28bd97bbec19dbef113a7e26516615ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24784867/SRR24784867.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784866	SRX20557639	SAMN35536483	UNRESOLVED	N100016650_L01_26.fq.gz	L233	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	757985405	2b182175916fdd126656ecb70db7e460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24784866/SRR24784866.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784865	SRX20557640	SAMN35536484	UNRESOLVED	N100016650_L01_28.fq.gz	L234	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	751695444	b14a2f85b23159cfc1d71ecf2c63bb4f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24784865/SRR24784865.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784864	SRX20557641	SAMN35536485	UNRESOLVED	N100016656_L01_1.fq.gz	L235	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	673486875	d7c3405b9e61e1e6bd722e69f34b4ca7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24784864/SRR24784864.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784863	SRX20557642	SAMN35536486	UNRESOLVED	N100016656_L01_2.fq.gz	L236	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	872554081	717a31bd9d338f29a6fd386a2ba2b145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24784863/SRR24784863.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784862	SRX20557643	SAMN35536487	UNRESOLVED	N100016656_L01_4.fq.gz	L237	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	836680332	790333eaf23efc5ca82d191483db79d0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24784862/SRR24784862.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784861	SRX20557644	SAMN35536488	UNRESOLVED	N100016656_L01_5.fq.gz	L238	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	839611221	888ed6404a074fb9693b43972d025842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/061/SRR24784861/SRR24784861.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784860	SRX20557645	SAMN35536489	UNRESOLVED	N100016656_L01_6.fq.gz	L239	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	653539986	75e30d964e054bcce2957ec372e2a526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24784860/SRR24784860.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784854	SRX20557651	SAMN35536494	UNRESOLVED	N100016686_L01_10.fq.gz	L244	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	502131625	1f60d12937f3838efcfab581f0157b3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24784854/SRR24784854.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784853	SRX20557652	SAMN35536495	UNRESOLVED	N100016686_L01_11.fq.gz	L245	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	784954973	637b08fb40c946bcb766291e061feff9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24784853/SRR24784853.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784859	SRX20557646	SAMN35536490	UNRESOLVED	N100016686_L01_2.fq.gz	L240	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	707169217	346e9bc3d86d9744490821ffcd4c582e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/059/SRR24784859/SRR24784859.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784852	SRX20557653	SAMN35536496	UNRESOLVED	N100016686_L01_4.fq.gz	L246	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	676059436	ad049f316a3ba6f7a912e1b8965aeae6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/052/SRR24784852/SRR24784852.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784857	SRX20557648	SAMN35536491	UNRESOLVED	N100016686_L01_5.fq.gz	L241	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	326872130	76a5abd014147c2988280f38361a69a4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24784857/SRR24784857.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784856	SRX20557649	SAMN35536492	UNRESOLVED	N100016686_L01_6.fq.gz	L242	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	924520034	0caadfe278f2bb74de05abaf42d5dfe0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24784856/SRR24784856.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784855	SRX20557650	SAMN35536493	UNRESOLVED	N100016686_L01_8.fq.gz	L243	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	419342393	69848883d24f3393843caeaba1b77f0d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/055/SRR24784855/SRR24784855.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784851	SRX20557654	SAMN35536497	UNRESOLVED	N100016720_L01_28.fq.gz	L247	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1011662663	9a831399270d9425ef1089ea523ef073	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24784851/SRR24784851.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784850	SRX20557655	SAMN35536498	UNRESOLVED	N100016720_L01_30.fq.gz	L248	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1058099640	756e43b01f0bf3309502c112411742b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24784850/SRR24784850.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784849	SRX20557656	SAMN35536499	UNRESOLVED	N100016720_L01_32.fq.gz	L249	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	917700273	9969a3af3068a223bbf5e707df54ba51	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24784849/SRR24784849.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784848	SRX20557657	SAMN35536500	UNRESOLVED	N100016734_L01_1.fq.gz	L250	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	780799096	9348c1d1908f956ea66fdaa052604be5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24784848/SRR24784848.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784841	SRX20557664	SAMN35536506	UNRESOLVED	N100016734_L01_10.fq.gz	L256	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	795741958	c90ddb0ddad517b2846af6c5d451b3df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24784841/SRR24784841.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784840	SRX20557665	SAMN35536507	UNRESOLVED	N100016734_L01_11.fq.gz	L257	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	632699059	dd25ab9202f85734d40d0c02900159d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24784840/SRR24784840.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
