section	metric	group	value1	value2	value3
pcoa_position	SRR27343731	Lung cancer	3.1761275490599634	0.27292658149466054	False
pcoa_position	SRR27343739	Pulmonary tuberculosis	-0.9100632438393236	1.5036705410093059	False
pcoa_position	SRR27343744	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343804	Fungal infection	6.71849054457683	-0.8690620392455691	False
pcoa_position	SRR27343807	Fungal infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27344029	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27344035	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
pcoa_position	SRR27344041	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
pcoa_position	SRR27344045	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343304	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343307	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343471	Lung cancer	3.6643107941155946	-7.129174422062859	False
pcoa_position	SRR27343491	Lung cancer	1.4061124770916342	-1.890092802715948	False
pcoa_position	SRR27343706	Lung cancer	9.161437150994175	-2.483145761776806	False
pcoa_position	SRR27343723	Lung cancer	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343733	Bacterial infection	-7.937387069341199	-5.916998793467412	False
pcoa_position	SRR27343777	Fungal infection	0.8616222987170088	1.9173973515909004	False
pcoa_position	SRR27343790	Fungal infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343814	Fungal infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343826	Fungal infection	5.7163407759730385	4.034351951244089	False
pcoa_position	SRR27343829	Fungal infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343832	Fungal infection	-1.7438120732757483	0.40287962512085485	False
pcoa_position	SRR27343839	Fungal infection	8.67219463538623	3.186196993556431	True
pcoa_position	SRR27343844	Fungal infection	-1.7438120732757483	0.40287962512085485	False
