species	detected_samples	prevalence	mean_relative_abundance	median_relative_abundance	maximum_relative_abundance
Fimbriimonas ginsengisoli	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Lactobacillus delbrueckii	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Limnohabitans sp. 63ED37-2	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Methylophilus medardicus	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Sodalis ligni	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Bacillus sp. F19	1	0.0025	9.589106774703937e-07	0.0	0.00038356427098815745
Brachybacterium faecium	1	0.0025	9.589106774703937e-07	0.0	0.00038356427098815745
Sanguibacter sp. HDW7	1	0.0025	9.589106774703937e-07	0.0	0.00038356427098815745
Alcanivorax sp. N3-2A	1	0.0025	9.405023729598332e-07	0.0	0.0003762009491839333
Brevibacillus marinus	1	0.0025	8.826990976853669e-07	0.0	0.00035307963907414675
Criblamydia sequanensis	1	0.0025	8.826990976853669e-07	0.0	0.00035307963907414675
Deinococcus sp. QL22	1	0.0025	8.826990976853669e-07	0.0	0.00035307963907414675
Halomonas sp. DN3	1	0.0025	8.826990976853669e-07	0.0	0.00035307963907414675
Rhodoferax sp. MIZ03	1	0.0025	8.826990976853669e-07	0.0	0.00035307963907414675
Corynebacterium lujinxingii	1	0.0025	8.681560365783077e-07	0.0	0.0003472624146313231
Flavobacterium arcticum	1	0.0025	8.681560365783077e-07	0.0	0.0003472624146313231
Hungatella hathewayi	1	0.0025	8.617081517591157e-07	0.0	0.00034468326070364626
Streptococcus pasteurianus	1	0.0025	8.508253005415253e-07	0.0	0.0003403301202166101
Scytonema sp. NIES-4073	1	0.0025	8.461278114519553e-07	0.0	0.00033845112458078213
Corynebacterium xerosis	1	0.0025	8.390468427865944e-07	0.0	0.00033561873711463776
Microvirga thermotolerans	1	0.0025	8.390468427865944e-07	0.0	0.00033561873711463776
Lysobacter solisilvae	1	0.0025	8.309328606248615e-07	0.0	0.00033237314424994463
Scardovia inopinata	1	0.0025	8.091976643318617e-07	0.0	0.00032367906573274466
Acidaminococcus intestini	1	0.0025	7.958097001967821e-07	0.0	0.00031832388007871284
Candidatus Formimonas warabiya	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Natronosporangium hydrolyticum	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Obesumbacterium proteus	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Opitutus sp. GAS368	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Shewanella avicenniae	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Sphingorhabdus lacus	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Xenorhabdus budapestensis	1	0.0025	7.846214201647705e-07	0.0	0.0003138485680659082
Rahnella inusitata	1	0.0025	7.693822783563533e-07	0.0	0.0003077529113425413
Pseudomonas sp. T8	1	0.0025	7.410622598164284e-07	0.0	0.00029642490392657134
Dialister hominis	1	0.0025	7.191830081027952e-07	0.0	0.00028767320324111806
Pandoraea norimbergensis	1	0.0025	7.191830081027952e-07	0.0	0.00028767320324111806
Rhodoferax antarcticus	1	0.0025	7.191830081027952e-07	0.0	0.00028767320324111806
Sphingorhabdus sp. M41	1	0.0025	7.191830081027952e-07	0.0	0.00028767320324111806
Escherichia marmotae	1	0.0025	6.915771031628126e-07	0.0	0.00027663084126512504
Deinococcus maricopensis	1	0.0025	6.865437426441741e-07	0.0	0.00027461749705766966
Psychrosphaera ytuae	1	0.0025	6.865437426441741e-07	0.0	0.00027461749705766966
Schaalia sp. JY-X169	1	0.0025	6.865437426441741e-07	0.0	0.00027461749705766966
Zhaonella formicivorans	1	0.0025	6.865437426441741e-07	0.0	0.00027461749705766966
Phietavirus pv187	1	0.0025	6.815909848232407e-07	0.0	0.0002726363939292963
Ornithinimicrobium sp. HY006	1	0.0025	6.462811138193368e-07	0.0	0.00025851244552773473
Alicyclobacillus acidocaldarius	1	0.0025	5.993191734189961e-07	0.0	0.00023972766936759842
Collinsella aerofaciens	1	0.0025	5.993191734189961e-07	0.0	0.00023972766936759842
Propionibacterium freudenreichii	1	0.0025	5.993191734189961e-07	0.0	0.00023972766936759842
Pseudoclostridium thermosuccinogenes	1	0.0025	5.993191734189961e-07	0.0	0.00023972766936759842
Pseudomonas versuta	1	0.0025	5.993191734189961e-07	0.0	0.00023972766936759842
Thiomonas intermedia	1	0.0025	5.993191734189961e-07	0.0	0.00023972766936759842
Daucus carota	1	0.0025	5.973715651135007e-07	0.0	0.00023894862604540026
Dyella caseinilytica	1	0.0025	5.847305315508286e-07	0.0	0.00023389221262033142
Pseudotevenvirus RB43	1	0.0025	5.43962533932901e-07	0.0	0.00021758501357316038
Phocaeicola salanitronis	1	0.0025	5.344903477331322e-07	0.0	0.00021379613909325285
Klebsiella africana	1	0.0025	5.031497172298589e-07	0.0	0.00020125988689194356
Changpingibacter yushuensis	1	0.0025	4.794553387351969e-07	0.0	0.00019178213549407873
Cruoricaptor ignavus	1	0.0025	4.794553387351969e-07	0.0	0.00019178213549407873
Ethanoligenens harbinense	1	0.0025	4.794553387351969e-07	0.0	0.00019178213549407873
Klebsiella quasivariicola	1	0.0025	4.77992231368366e-07	0.0	0.0001911968925473464
Streptococcus sp. HSISS3	1	0.0025	4.7546119736144066e-07	0.0	0.00019018447894457625
Staphylococcus simulans	1	0.0025	4.543939898821605e-07	0.0	0.0001817575959528642
Streptococcus periodonticum	1	0.0025	4.2541265027076263e-07	0.0	0.00017016506010830506
Acinetobacter sp. NEB 394	1	0.0025	3.9546235198409106e-07	0.0	0.00015818494079363642
Kluyvera intermedia	1	0.0025	3.3896773027207804e-07	0.0	0.00013558709210883122
Ureaplasma parvum	1	0.0025	3.342692873378794e-07	0.0	0.00013370771493515174
Kosakonia pseudosacchari	1	0.0025	3.329815681895023e-07	0.0	0.00013319262727580093
Natronobacterium gregoryi	1	0.0025	3.188470490705609e-07	0.0	0.00012753881962822435
[Phormidium] sp. ETS-05	1	0.0025	2.829654782116582e-07	0.0	0.00011318619128466328
Corynebacterium incognita	1	0.0025	2.828432431320518e-07	0.0	0.00011313729725282073
Pseudoalteromonas sp. A25	1	0.0025	2.5422579770405857e-07	0.0	0.00010169031908162343
Rhizobium pusense	1	0.0025	2.5422579770405857e-07	0.0	0.00010169031908162343
Staphylococcus schweitzeri	1	0.0025	2.524411054900892e-07	0.0	0.00010097644219603566
Corynebacterium poyangense	1	0.0025	2.3141719892622422e-07	0.0	9.256687957048969e-05
Pseudomonas phenolilytica	1	0.0025	2.2597848684805206e-07	0.0	9.039139473922083e-05
Bacteroides stercoris	1	0.0025	2.2521846190805082e-07	0.0	9.008738476322033e-05
Geobacter sp. DSM 9736	1	0.0025	2.2008426083128967e-07	0.0	8.803370433251587e-05
[Haemophilus] ducreyi	1	0.0025	2.0019418836271186e-07	0.0	8.007767534508475e-05
Pseudomonas chlororaphis	1	0.0025	1.9773117599204553e-07	0.0	7.909247039681821e-05
Pseudomonas sihuiensis	1	0.0025	1.9773117599204553e-07	0.0	7.909247039681821e-05
Pseudomonas granadensis	1	0.0025	1.7516991481737285e-07	0.0	7.006796592694914e-05
Alysiella crassa	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Brevundimonas sp. Bb-A	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Brevundimonas sp. DS20	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Massilia sp. NP310	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Rhizobium sp. X9	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Rhodococcus jostii	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Rothia nasimurium	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Rothia terrae	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Vibrio cholerae	1	0.0025	1.6948386513603902e-07	0.0	6.779354605441561e-05
Actinobacillus pleuropneumoniae	1	0.0025	1.501456412720339e-07	0.0	6.005825650881355e-05
Streptococcus ruminantium	1	0.0025	1.501456412720339e-07	0.0	6.005825650881355e-05
Brassica rapa	1	0.0025	1.4123655428003254e-07	0.0	5.649462171201302e-05
Cellulomonas taurus	1	0.0025	1.4123655428003254e-07	0.0	5.649462171201302e-05
Limosilactobacillus mucosae	1	0.0025	1.4123655428003254e-07	0.0	5.649462171201302e-05
Sulfuriferula sp. AH1	1	0.0025	1.4123655428003254e-07	0.0	5.649462171201302e-05
Ustilago maydis	1	0.0025	1.4123655428003254e-07	0.0	5.649462171201302e-05
Lactococcus cremoris	1	0.0025	1.251213677266949e-07	0.0	5.004854709067796e-05
Neisseria zoodegmatis	1	0.0025	1.251213677266949e-07	0.0	5.004854709067796e-05
Arthrobacter sp. zg-Y815	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Arthrobacter sunyaminii	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Brevundimonas naejangsanensis	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Gulosibacter molinativorax	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Haematobacter massiliensis	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Kocuria indica	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Lactococcus raffinolactis	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Methylomonas koyamae	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Roseburia intestinalis	1	0.0025	1.1298924342402603e-07	0.0	4.519569736961041e-05
Streptococcus parasuis	1	0.0025	1.0009709418135593e-07	0.0	4.003883767254237e-05
Arthrobacter crystallopoietes	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Bohxovirus oralis	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Brachybacterium sp. Z12	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Chromobacterium violaceum	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Dietzia kunjamensis	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Dyadobacter sandarakinus	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Flavobacterium sp. MFBS3-15	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Glutamicibacter sp. MNS18	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Hahella sp. KA22	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Limosilactobacillus vaginalis	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Microbacterium wangchenii	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Microcella sp. MMS21-STM10	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Mycobacterium dioxanotrophicus	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Pseudomonas mendocina	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Pseudomonas sp. AO-1	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Pseudonocardia sp. AL041005-10	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Sphingopyxis alaskensis	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Sulfuriferula nivalis	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Thaumasiovibrio subtropicus	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Xylella taiwanensis	1	0.0025	8.474193256801951e-08	0.0	3.3896773027207806e-05
Staphylococcus simiae	1	0.0025	7.573233164702675e-08	0.0	3.02929326588107e-05
Alistipes ihumii	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Bacteroides cellulosilyticus	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Bacteroides nordii	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Pantoea rwandensis	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Sphingobium sp. CFD-1	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Staphylococcus sp. MI 10-1553	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Streptococcus urinalis	1	0.0025	7.507282063601695e-08	0.0	3.0029128254406776e-05
Actinomyces howellii	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Actinomyces sp. MAS-1	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Aeromicrobium choanae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Alcaligenes sp. SORT26	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Arthrobacter sp.	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Asparagus officinalis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Brevibacterium oceani	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Butyricimonas virosa	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Candidatus Doolittlea endobia	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Candidatus Nanosynbacter featherlites	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Enterococcus hirae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Fructilactobacillus sanfranciscensis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Geitlerinema sp. PCC 7407	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Glutamicibacter halophytocola	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Glutamicibacter protophormiae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Gryllotalpicola protaetiae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Hankyongella ginsenosidimutans	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Hymenobacter sp. YIM 151858-1	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Kocuria turfanensis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Leifsonia sp. PS1209	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Listeria monocytogenes	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Methylovorus sp. MP688	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Micavibrio aeruginosavorus	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Microbacterium oryzae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Mycobacterium vicinigordonae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Nocardioides dokdonensis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Nocardioides sp. S5	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Ottowia testudinis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Paludibacterium paludis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Pseudomonas alcaliphila	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Pseudomonas simiae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Pseudomonas viridiflava	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Schaalia sp. 19OD2882	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Schaalia turicensis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Streptomyces formicae	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Streptomyces lunaelactis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Streptomyces lydicus	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Trueperella pyogenes	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Vibrio fluvialis	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Yersinia enterocolitica	1	0.0025	5.6494621712013016e-08	0.0	2.2597848684805206e-05
Zobellella denitrificans	1	0.0025	5.2933018558316315e-08	0.0	2.1173207423326526e-05
Vigna angularis	1	0.0025	5.048822109801783e-08	0.0	2.0195288439207132e-05
Capnocytophaga stomatis	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Mannheimia granulomatis	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Papaver somniferum	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Prevotella sp. E13-17	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Pseudosulfitobacter sp. DSM 107133	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Streptococcus ferus	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Streptococcus parauberis	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Streptococcus sobrinus	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Vagococcus carniphilus	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
endosymbiont of Sipalinus gigas	1	0.0025	5.0048547090677966e-08	0.0	2.0019418836271186e-05
Acinetobacter baylyi	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Actinobaculum sp. 313	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Actinomyces respiraculi	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Actinomyces slackii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Actinomyces wuliandei	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Alkaliphilus oremlandii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Amphibacillus xylanus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Anaerocolumna chitinilytica	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Archangium violaceum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Bifidobacterium asteroides	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Cajanus cajan	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Caldanaerobacter subterraneus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Campylobacter lanienae	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Candidatus Kaistella beijingensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Cellulomonas sp. Y8	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Colwellia sp. 20A7	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Coprococcus sp. ART55/1	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Corynebacterium cyclohexanicum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Dermacoccus nishinomiyaensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Devriesea agamarum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Flaviflexus equikiangi	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Glaesserella sp. 15-184	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Gloeobacter morelensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Gossypium raimondii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Gottschalkia acidurici	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Halobacillus sp. SSBR10-3	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Haloterrigena sp. ZJ2	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Herbiconiux sp. SALV-R1	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Hymenobacter oligotrophus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Impatiens glandulifera	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Kaistella sp. 97-N-M2	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Kocuria flava	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Kocuria sp. TGY1127_2	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Kozakia baliensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Latilactobacillus fuchuensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Microbacterium testaceum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Microlunatus phosphovorus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Miniimonas sp. S16	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Mycetocola spongiae	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Natribaculum sp. AD-4	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Nocardioides sambongensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Nocardiopsis alba	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Novibacillus thermophilus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Paenibacillus ihbetae	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Paenibacillus sp. PHS-Z3	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Paenibacillus sp. PK3_47	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Paeniclostridium sordellii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Paeniglutamicibacter sp. Y32M11	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Pahexavirus PHL117M01	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Panicum hallii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Paraglaciecola psychrophila	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Pedobacter sp. G11	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Photobacterium sp. TLY01	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Pisum sativum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Planococcus lenghuensis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Polynucleobacter wuianus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Pseudomonas sp. GCEP-101	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Pseudomonas sp. Sm006	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Rhodoluna lacicola	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Selenomonas ruminantium	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Serpentinicella alkaliphila	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Simiduia sp. 21SJ11W-1	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Sinorhizobium fredii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Solanum stenotomum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Streptobacillus moniliformis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Streptococcus chenjunshii	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Streptococcus porcinus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Thauera aromatica	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Theobroma cacao	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Thiohalobacter thiocyanaticus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Vagococcus coleopterorum	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Vagococcus fluvialis	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Vibrio gallicus	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Vitis vinifera	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Weissella hellenica	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Zingiber officinale	1	0.0025	2.8247310856006508e-08	0.0	1.1298924342402603e-05
Avibacterium paragallinarum	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Avibacterium volantium	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Bacteroides salyersiae	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Campylobacter geochelonis	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Campylobacter gracilis	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Fusobacterium gastrosuis	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Gemella sp. zg-570	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Iodobacter ciconiae	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Lupinus angustifolius	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Panicum virgatum	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Paraprevotella xylaniphila	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Rodentibacter haemolyticus	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Thiomicrorhabdus immobilis	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Treponema phagedenis	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
Trichlorobacter lovleyi	1	0.0025	2.5024273545338983e-08	0.0	1.0009709418135593e-05
