run_accession	experiment_accession	biosample	sra_sample	sample_alias	submitted_sample_name	library_name	group_phenotype_fields	platform	layout	read_length_nt	spots	bases	sra_size_mib	compressed_bytes_ena_fastq	download_url	fastq_md5	host_depletion_status	source
SRR24784966	SRX20557539	SAMN35536393	SRS17863587	P100002109_L02_20.fq.gz	P100002109_L02_20.fq.gz	L143	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	39372875	1968643750	1814	828521365	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24784966/SRR24784966.fastq.gz	31c41a325b35eee0feb6075ad9dd3ce3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784967	SRX20557538	SAMN35536392	SRS17863583	V350034877_L02_20.fq.gz	V350034877_L02_20.fq.gz	L142	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35984110	1799205500	1564	789066127	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24784967/SRR24784967.fastq.gz	79ee2e07bdc605b6b33db118d77321b8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784968	SRX20557537	SAMN35536391	SRS17863581	V350034877_L01_20.fq.gz	V350034877_L01_20.fq.gz	L141	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36241182	1812059100	1574	795384539	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24784968/SRR24784968.fastq.gz	a6eb03ca398b559f990ce4f74f407c85	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784969	SRX20557536	SAMN35536265	SRS17863582	P100002635_L02_22.fq.gz	P100002635_L02_22.fq.gz	L15	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32431686	1621584300	1530	713486120	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24784969/SRR24784969.fastq.gz	c66f5c8d9747817bf98a72f8e1d21f64	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784970	SRX20557535	SAMN35536390	SRS17863580	V350034669_L02_8.fq.gz	V350034669_L02_8.fq.gz	L140	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31729484	1586474200	1350	699105301	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24784970/SRR24784970.fastq.gz	f0af7d503673b2c0f3c89e583ec02d66	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784971	SRX20557534	SAMN35536389	SRS17863576	V300081016_L01_7.fq.gz	V300081016_L01_7.fq.gz	L139	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	23159822	1157991100	1070	527777291	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24784971/SRR24784971.fastq.gz	3995f6cb2a831cba45b6949ba618c702	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784972	SRX20557533	SAMN35536388	SRS17863575	V300081129_L01_7.fq.gz	V300081129_L01_7.fq.gz	L138	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	23825886	1191294300	1110	543057459	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24784972/SRR24784972.fastq.gz	c275cef92064768f75510d0fae87523d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784973	SRX20557532	SAMN35536387	SRS17863578	V300044706_L03_10.fq.gz	V300044706_L03_10.fq.gz	L137	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	17726018	886300900	768	396608167	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24784973/SRR24784973.fastq.gz	5dddc6731f2082d80f95396264ce5614	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784974	SRX20557531	SAMN35536386	SRS17863574	V300021199_L01_3.fq.gz	V300021199_L01_3.fq.gz	L136	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	17219949	860997450	760	420056757	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24784974/SRR24784974.fastq.gz	d71780ed61ec6d1136584fcfa67437bf	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784975	SRX20557530	SAMN35536385	SRS17863577	V350042572_L01_7.fq.gz	V350042572_L01_7.fq.gz	L135	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50487068	2524353400	2135	1108411944	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24784975/SRR24784975.fastq.gz	d2a573893775d5325a77232dc062ee54	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784976	SRX20557529	SAMN35536384	SRS17863579	V350042572_L04_7.fq.gz	V350042572_L04_7.fq.gz	L134	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	42822084	2141104200	1879	944321069	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24784976/SRR24784976.fastq.gz	dc12973ceba5baea7c80d2a11141d3fb	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784977	SRX20557528	SAMN35536383	SRS17863573	V350056408_L02_47.fq.gz	V350056408_L02_47.fq.gz	L133	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40921709	2046085450	1714	909211840	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/077/SRR24784977/SRR24784977.fastq.gz	6777ab31e1f117a0a82751261e5f7848	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784978	SRX20557527	SAMN35536382	SRS17863572	N100010946_L01_10.fq.gz	N100010946_L01_10.fq.gz	L132	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28264449	1413222450	1160	644393343	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24784978/SRR24784978.fastq.gz	3606148da56651d609df8c73b23f375a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784979	SRX20557526	SAMN35536381	SRS17863569	V350017669_L03_6.fq.gz	V350017669_L03_6.fq.gz	L131	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35205018	1760250900	1537	797018946	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24784979/SRR24784979.fastq.gz	279c2d27df60721bad6ecbe50dbee929	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784980	SRX20557525	SAMN35536264	SRS17863570	P100002635_L04_22.fq.gz	P100002635_L04_22.fq.gz	L14	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31316181	1565809050	1481	689503609	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24784980/SRR24784980.fastq.gz	d90b52c3b5528ea97036705a518a8b1a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784981	SRX20557524	SAMN35536380	SRS17863568	V300021199_L02_18.fq.gz	V300021199_L02_18.fq.gz	L130	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35883816	1794190800	1522	863856758	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24784981/SRR24784981.fastq.gz	c80e8bb5ce296e1b478ba402a5a6897b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784982	SRX20557523	SAMN35536379	SRS17863566	V300097384_L04_20.fq.gz	V300097384_L04_20.fq.gz	L129	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34309568	1715478400	1551	759952166	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24784982/SRR24784982.fastq.gz	b3509dadf2a2022128a9a6580d4e08cd	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784983	SRX20557522	SAMN35536378	SRS17863571	V300097383_L04_39.fq.gz	V300097383_L04_39.fq.gz	L128	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26952670	1347633500	1156	280624808	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24784983/SRR24784983.fastq.gz	0065f98ad30c339d4bcf58b180ab614e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784984	SRX20557521	SAMN35536377	SRS17863567	V300097383_L04_20.fq.gz	V300097383_L04_20.fq.gz	L127	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	15299176	764958800	693	348486434	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24784984/SRR24784984.fastq.gz	f72eb5bb627c5c03a476b423089fe26a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784985	SRX20557520	SAMN35536376	SRS17863562	V300026383_L01_30.fq.gz	V300026383_L01_30.fq.gz	L126	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	53584191	2679209550	2273	1224453122	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24784985/SRR24784985.fastq.gz	32e403c8cd8349b1887fd920343c287c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784986	SRX20557519	SAMN35536375	SRS17863565	V300090019_L01_1.fq.gz	V300090019_L01_1.fq.gz	L125	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	38104273	1905213650	1656	876276292	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24784986/SRR24784986.fastq.gz	a03d7bffef4a6b8ebe49aa17744da49c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784987	SRX20557518	SAMN35536374	SRS17863563	P100003460_L02_12.fq.gz	P100003460_L02_12.fq.gz	L124	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	38186617	1909330850	1775	811845477	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24784987/SRR24784987.fastq.gz	a5790ced2d8e52d9e0a6349035a84c33	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784988	SRX20557517	SAMN35536373	SRS17863564	V350051444_L03_4.fq.gz	V350051444_L03_4.fq.gz	L123	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	64153529	3207676450	2695	1430912633	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24784988/SRR24784988.fastq.gz	5a7c803bfcecaa3d3aeb581696b10b4e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784989	SRX20557516	SAMN35536372	SRS17863561	V350051444_L01_4.fq.gz	V350051444_L01_4.fq.gz	L122	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	63373457	3168672850	2674	1413110418	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24784989/SRR24784989.fastq.gz	74428b88430b8062be039dc0372a7b58	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784990	SRX20557515	SAMN35536371	SRS17863558	V300037508_L04_18.fq.gz	V300037508_L04_18.fq.gz	L121	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32217923	1610896150	1382	727958808	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24784990/SRR24784990.fastq.gz	deb6ed8de2a4e9aa695337ccb146ac3d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784991	SRX20557514	SAMN35536263	SRS17863560	P100002635_L02_31.fq.gz	P100002635_L02_31.fq.gz	L13	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	8286236	414311800	385	161892908	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24784991/SRR24784991.fastq.gz	b32c34e7d6fd69c276c0627c70a5f39e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784992	SRX20557513	SAMN35536370	SRS17863559	V300104193_L03_18.fq.gz	V300104193_L03_18.fq.gz	L120	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	86837981	4341899050	3736	1985280828	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24784992/SRR24784992.fastq.gz	2c7819aa890e9ba78e367b71054a8bca	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784993	SRX20557512	SAMN35536369	SRS17863557	V300097384_L03_16.fq.gz	V300097384_L03_16.fq.gz	L119	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	18880116	944005800	845	411753421	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24784993/SRR24784993.fastq.gz	65ca49fa41f56003ffb7188eba75d5c8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784994	SRX20557511	SAMN35536368	SRS17863555	P100003225_L03_23.fq.gz	P100003225_L03_23.fq.gz	L118	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	57510975	2875548750	2779	1266690864	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24784994/SRR24784994.fastq.gz	3de110d1ff3d96668418ed0aa25e216a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784995	SRX20557510	SAMN35536367	SRS17863556	P100003330_L01_35.fq.gz	P100003330_L01_35.fq.gz	L117	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	9596273	479813650	427	126095077	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24784995/SRR24784995.fastq.gz	eef61a21238c82525bbbb038610fee46	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784996	SRX20557509	SAMN35536366	SRS17863552	V350011298_L03_6.fq.gz	V350011298_L03_6.fq.gz	L116	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33244682	1662234100	1450	760656222	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24784996/SRR24784996.fastq.gz	411226a7a64084a473c61be5b545bf3c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784997	SRX20557508	SAMN35536365	SRS17863554	V350011298_L01_6.fq.gz	V350011298_L01_6.fq.gz	L115	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27654683	1382734150	1213	632129012	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24784997/SRR24784997.fastq.gz	3a6b1de4013ae30edf4b1b867b43dda4	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784998	SRX20557507	SAMN35536364	SRS17863553	V350014993_L01_6.fq.gz	V350014993_L01_6.fq.gz	L114	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34113774	1705688700	1476	775535351	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24784998/SRR24784998.fastq.gz	661407dca15b98c513e75eac9f05982e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784999	SRX20557506	SAMN35536363	SRS17863548	V350014993_L04_6.fq.gz	V350014993_L04_6.fq.gz	L113	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33338268	1666913400	1447	758371488	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24784999/SRR24784999.fastq.gz	4cc95ff78cd4ec0e43f8f14616b34433	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785000	SRX20557505	SAMN35536362	SRS17863550	P100004367_L03_2.fq.gz	P100004367_L03_2.fq.gz	L112	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35190785	1759539250	1691	793907136	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24785000/SRR24785000.fastq.gz	9a52b84d19eb15fbf07139587f5a395e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785001	SRX20557504	SAMN35536361	SRS17863547	V300015269_L03_39.fq.gz	V300015269_L03_39.fq.gz	L111	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31770555	1588527750	1336	772025239	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24785001/SRR24785001.fastq.gz	621233240b03edc841ae45b5e04092d8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785002	SRX20557503	SAMN35536262	SRS17863549	P100002635_L01_31.fq.gz	P100002635_L01_31.fq.gz	L12	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	7829573	391478650	365	153238333	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24785002/SRR24785002.fastq.gz	7e5463ba07475aeee45f0b29e7904092	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785003	SRX20557502	SAMN35536360	SRS17863546	V300080924_L01_11.fq.gz	V300080924_L01_11.fq.gz	L110	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36958025	1847901250	1598	841836224	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24785003/SRR24785003.fastq.gz	838db8aedd9ad7bd5de885dde1ccf04d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785004	SRX20557501	SAMN35536359	SRS17863551	V350025932_L02_8.fq.gz	V350025932_L02_8.fq.gz	L109	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	45687583	2284379150	2004	1013152796	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24785004/SRR24785004.fastq.gz	e340cff60d0aaddf8c59bc868d031bc3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785005	SRX20557500	SAMN35536358	SRS17863545	V350025932_L02_14.fq.gz	V350025932_L02_14.fq.gz	L108	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	53519707	2675985350	2373	1203755042	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24785005/SRR24785005.fastq.gz	5618c3927f4cb2367c2d3d2d127eaecb	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785006	SRX20557499	SAMN35536357	SRS17863541	V300081016_L01_6.fq.gz	V300081016_L01_6.fq.gz	L107	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	63444617	3172230850	2766	1463936035	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24785006/SRR24785006.fastq.gz	16b6f5ec17c6406bd2ba505ad76e88a5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785007	SRX20557498	SAMN35536356	SRS17863544	V300081129_L01_6.fq.gz	V300081129_L01_6.fq.gz	L106	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50021207	2501060350	2224	1155091514	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24785007/SRR24785007.fastq.gz	acd7ae1f091387652ef44533933c94b1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785008	SRX20557497	SAMN35536355	SRS17863542	V300030802_L02_6.fq.gz	V300030802_L02_6.fq.gz	L105	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22234256	1111712800	984	505024052	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24785008/SRR24785008.fastq.gz	06bcddfb339abc68e51624aab654ce63	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785009	SRX20557496	SAMN35536354	SRS17863539	V350017700_L02_15.fq.gz	V350017700_L02_15.fq.gz	L104	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	74732936	3736646800	3138	1654424245	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24785009/SRR24785009.fastq.gz	88cf7824689409f993c866163f56fe60	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785010	SRX20557495	SAMN35536353	SRS17863543	V350014997_L02_15.fq.gz	V350014997_L02_15.fq.gz	L103	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	68446977	3422348850	2937	1527022667	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24785010/SRR24785010.fastq.gz	d51972155a194493ad77bf61284764ec	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785011	SRX20557494	SAMN35536352	SRS17863540	V350017700_L01_15.fq.gz	V350017700_L01_15.fq.gz	L102	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	75573078	3778653900	3176	1673457265	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24785011/SRR24785011.fastq.gz	bb07c0955c1cac7b968fb6d8ab1e61c4	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785012	SRX20557493	SAMN35536351	SRS17863538	P100000321_L02_15.fq.gz	P100000321_L02_15.fq.gz	L101	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	66269354	3313467700	2978	1483719648	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24785012/SRR24785012.fastq.gz	16e7156873f2fd2cd791dd3c000fc02a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785013	SRX20557492	SAMN35536261	SRS17863536	P100002635_L01_22.fq.gz	P100002635_L01_22.fq.gz	L11	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29965140	1498257000	1424	658195894	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/013/SRR24785013/SRR24785013.fastq.gz	b314d525696031c1a492a9a9ae6e9e75	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785014	SRX20557491	SAMN35536252	SRS17863537	N100011228_L01_5.fq.gz	N100011228_L01_5.fq.gz	L2	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	13179065	658953250	544	303921925	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24785014/SRR24785014.fastq.gz	a445e50e123345e59eb928628481edf0	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785015	SRX20557490	SAMN35536251	SRS17863534	V300094681_L01_9.fq.gz	V300094681_L01_9.fq.gz	L1	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	48450117	2422505850	2094	1089969899	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24785015/SRR24785015.fastq.gz	cbadb3c4605f1f27306fafe4f93c6907	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785016	SRX20558206	SAMN35536773	SRS17864250	N100019015_L01_32.fq.gz	N100019015_L01_32.fq.gz	L523	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	17359024	867951200	809	401253261	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24785016/SRR24785016.fastq.gz	4d912af728b6d015baa4013bce56acbe	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785017	SRX20558205	SAMN35536772	SRS17864248	N100019015_L01_28.fq.gz	N100019015_L01_28.fq.gz	L522	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	16567496	828374800	740	380447555	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24785017/SRR24785017.fastq.gz	6801e1e2300c8d7b2a68b9062ce96a11	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
