run_accession	experiment_accession	biosample	sra_sample	sample_alias	submitted_sample_name	library_name	group_phenotype_fields	platform	layout	read_length_nt	spots	bases	sra_size_mib	compressed_bytes_ena_fastq	download_url	fastq_md5	host_depletion_status	source
SRR24785259	SRX20557963	SAMN35536847	SRS17864007	N100019243_L01_5.fq.gz	N100019243_L01_5.fq.gz	L597	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	14786918	739345900	621	337492935	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/059/SRR24785259/SRR24785259.fastq.gz	34a8dd8cbfba2c2e2151aeae4aee24eb	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785260	SRX20557962	SAMN35536846	SRS17864008	N100019243_L01_4.fq.gz	N100019243_L01_4.fq.gz	L596	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35904645	1795232250	1514	816143509	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24785260/SRR24785260.fastq.gz	7fcaa17a55533a946f7a8c61be2221d5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785261	SRX20557961	SAMN35536845	SRS17864006	N100019243_L01_2.fq.gz	N100019243_L01_2.fq.gz	L595	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	39249091	1962454550	1671	890834952	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/061/SRR24785261/SRR24785261.fastq.gz	e4f6e7585071aaed43a28814065de03a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785262	SRX20557960	SAMN35536844	SRS17864005	N100019232_L01_26.fq.gz	N100019232_L01_26.fq.gz	L594	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33888297	1694414850	1465	773076470	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24785262/SRR24785262.fastq.gz	f3be4a731358f3c981808071b38f1c1d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785263	SRX20557959	SAMN35536843	SRS17864003	N100019232_L01_22.fq.gz	N100019232_L01_22.fq.gz	L593	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50937289	2546864450	2178	1149787673	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24785263/SRR24785263.fastq.gz	158cbf56d7f35344486334300d0e0af0	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785264	SRX20557958	SAMN35536842	SRS17864000	N100019228_L01_31.fq.gz	N100019228_L01_31.fq.gz	L592	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	19790272	989513600	858	451546769	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24785264/SRR24785264.fastq.gz	8cce373fd49d4184621368b375565501	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785265	SRX20557957	SAMN35536841	SRS17864001	N100019228_L01_29.fq.gz	N100019228_L01_29.fq.gz	L591	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29157655	1457882750	1260	671005708	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24785265/SRR24785265.fastq.gz	ab5a30de38fe7e5161db03b8c4d4633b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785266	SRX20557956	SAMN35536310	SRS17863997	N100008834_L01_11.fq.gz	N100008834_L01_11.fq.gz	L60	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30819361	1540968050	1240	692058310	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24785266/SRR24785266.fastq.gz	783d6ba7ac8595fb74a4dc107d01cc24	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785267	SRX20557955	SAMN35536840	SRS17863996	N100019228_L01_25.fq.gz	N100019228_L01_25.fq.gz	L590	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	25257469	1262873450	1094	581180122	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24785267/SRR24785267.fastq.gz	11127a6ffe6347184288c5750f63a70b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785268	SRX20557954	SAMN35536839	SRS17863998	N100019228_L01_20.fq.gz	N100019228_L01_20.fq.gz	L589	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28804830	1440241500	1260	665210986	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24785268/SRR24785268.fastq.gz	7e0ab33d2518c370308e396c233dde93	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785269	SRX20557953	SAMN35536838	SRS17863995	N100019226_L01_7.fq.gz	N100019226_L01_7.fq.gz	L588	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27803472	1390173600	1139	633981618	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24785269/SRR24785269.fastq.gz	d9f5ef13de043b2e4a2a0f1ed316d92f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785270	SRX20557952	SAMN35536837	SRS17863999	N100019226_L01_32.fq.gz	N100019226_L01_32.fq.gz	L587	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31329205	1566460250	1309	714404329	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24785270/SRR24785270.fastq.gz	6f80045ed73f190da94c8b0e07c58ba4	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785271	SRX20557951	SAMN35536836	SRS17864004	N100019226_L01_30.fq.gz	N100019226_L01_30.fq.gz	L586	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34896585	1744829250	1481	794452572	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24785271/SRR24785271.fastq.gz	ec7874e6a1168f0ea3abbada936e759c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785272	SRX20557950	SAMN35536835	SRS17863994	N100019226_L01_28.fq.gz	N100019226_L01_28.fq.gz	L585	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33240448	1662022400	1382	755220943	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24785272/SRR24785272.fastq.gz	26d5ab1fc49c10b86bccb76571704ea2	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785273	SRX20557949	SAMN35536834	SRS17863992	N100019218_L01_6.fq.gz	N100019218_L01_6.fq.gz	L584	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	38409434	1920471700	1646	869318753	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24785273/SRR24785273.fastq.gz	f172da4991bbfeb324937402ae420b04	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785274	SRX20557948	SAMN35536833	SRS17863993	N100019218_L01_2.fq.gz	N100019218_L01_2.fq.gz	L583	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33395554	1669777700	1397	752489328	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24785274/SRR24785274.fastq.gz	bd484c7c34a01e7734d3a60c85fff174	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785275	SRX20557947	SAMN35536832	SRS17864002	N100019218_L01_8.fq.gz	N100019218_L01_8.fq.gz	L582	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31756556	1587827800	1343	718635306	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24785275/SRR24785275.fastq.gz	c4e5f80d605149e98f43e4bf9f7e3aa6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785276	SRX20557946	SAMN35536831	SRS17863991	N100019218_L01_4.fq.gz	N100019218_L01_4.fq.gz	L581	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34329727	1716486350	1466	776134806	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24785276/SRR24785276.fastq.gz	6f37a6c94f0ab81c64c10bc7daeecc4e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785277	SRX20557945	SAMN35536309	SRS17863986	V300021338_L02_21.fq.gz	V300021338_L02_21.fq.gz	L59	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28913896	1445694800	1232	702194996	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/077/SRR24785277/SRR24785277.fastq.gz	50a9f1151620dd73c562f1dcdc5c25be	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785278	SRX20557944	SAMN35536830	SRS17863985	N100019217_L01_1.fq.gz	N100019217_L01_1.fq.gz	L580	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37877316	1893865800	1629	862095956	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24785278/SRR24785278.fastq.gz	4d49ac6e982806f8c573ec1ad9a0b09f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785279	SRX20557943	SAMN35536829	SRS17863988	N100019217_L01_4.fq.gz	N100019217_L01_4.fq.gz	L579	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47004776	2350238800	2052	1062412523	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24785279/SRR24785279.fastq.gz	280d4feaa53471e7917a21a8f6418847	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785280	SRX20557942	SAMN35536828	SRS17863990	N100019217_L01_2.fq.gz	N100019217_L01_2.fq.gz	L578	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	42228430	2111421500	1835	944114492	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24785280/SRR24785280.fastq.gz	4981c958337597247016955b65d6d361	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785281	SRX20557941	SAMN35536827	SRS17863989	N100019212_L01_29.fq.gz	N100019212_L01_29.fq.gz	L577	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35092765	1754638250	1461	800433217	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24785281/SRR24785281.fastq.gz	595821e9f291d740c388420ba7618f04	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785282	SRX20557940	SAMN35536826	SRS17863984	N100019212_L01_25.fq.gz	N100019212_L01_25.fq.gz	L576	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36456187	1822809350	1526	823185902	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24785282/SRR24785282.fastq.gz	92db3fce2d97bd37acf31471c7767c62	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785283	SRX20557939	SAMN35536825	SRS17863987	N100019207_L01_32.fq.gz	N100019207_L01_32.fq.gz	L575	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33207635	1660381750	1332	756170950	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24785283/SRR24785283.fastq.gz	bd4a28baf8b04a00ab4380b64915fd4e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785284	SRX20557938	SAMN35536824	SRS17863981	N100019207_L01_28.fq.gz	N100019207_L01_28.fq.gz	L574	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30747579	1537378950	1232	700702684	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24785284/SRR24785284.fastq.gz	dfb399085e105d3f0644a7311939ad80	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785285	SRX20557937	SAMN35536823	SRS17863983	N100019204_L01_31.fq.gz	N100019204_L01_31.fq.gz	L573	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24778579	1238928950	1040	565431296	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24785285/SRR24785285.fastq.gz	1fae0a659dab7dec92df7957c90e7e4f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785286	SRX20557936	SAMN35536822	SRS17863982	N100019204_L01_29.fq.gz	N100019204_L01_29.fq.gz	L572	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	39287296	1964364800	1642	893175071	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24785286/SRR24785286.fastq.gz	c1612b8a78eef7412f372edcd573b24e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785287	SRX20557935	SAMN35536821	SRS17863980	N100019203_L01_25.fq.gz	N100019203_L01_25.fq.gz	L571	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	39792414	1989620700	1660	901324924	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24785287/SRR24785287.fastq.gz	635bbb9b9e13805e51c135af39dd6df0	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785288	SRX20557934	SAMN35536308	SRS17863977	V300074709_L04_11.fq.gz	V300074709_L04_11.fq.gz	L58	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47254004	2362700200	1979	1078989626	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24785288/SRR24785288.fastq.gz	9b10cb1c45a8ecaac12c9d685581d93c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785289	SRX20557933	SAMN35536820	SRS17863978	N100019203_L01_20.fq.gz	N100019203_L01_20.fq.gz	L570	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	21908715	1095435750	939	505807972	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24785289/SRR24785289.fastq.gz	5f822e422882b9340a014421cb169f27	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785290	SRX20557932	SAMN35536819	SRS17863975	N100019194_L01_4.fq.gz	N100019194_L01_4.fq.gz	L569	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	65615284	3280764200	2787	1471819265	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24785290/SRR24785290.fastq.gz	84cfb19180e045b5a8962849ae5858e6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785291	SRX20557931	SAMN35536818	SRS17863979	N100019194_L01_2.fq.gz	N100019194_L01_2.fq.gz	L568	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	59225047	2961252350	2463	1325569693	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24785291/SRR24785291.fastq.gz	815d56aded4a6afb67530c4422460a42	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785292	SRX20557930	SAMN35536817	SRS17863974	N100019194_L01_1.fq.gz	N100019194_L01_1.fq.gz	L567	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	46221547	2311077350	1936	1041291799	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24785292/SRR24785292.fastq.gz	f25f3c77c533b762fc56a99f92f0938f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785293	SRX20557929	SAMN35536816	SRS17863976	N100019141_L01_6.fq.gz	N100019141_L01_6.fq.gz	L566	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	38971349	1948567450	1745	884292093	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24785293/SRR24785293.fastq.gz	c90a5594abc2a516db95fd5a0e14e4c9	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785294	SRX20557928	SAMN35536815	SRS17863972	N100019141_L01_5.fq.gz	N100019141_L01_5.fq.gz	L565	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	25620006	1281000300	1140	586976797	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24785294/SRR24785294.fastq.gz	e087aae283f5002036fb8aa901ba1f66	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785295	SRX20557927	SAMN35536814	SRS17863971	N100019141_L01_4.fq.gz	N100019141_L01_4.fq.gz	L564	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	21262078	1063103900	958	483729858	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24785295/SRR24785295.fastq.gz	9291990c5690333e1ca5acd0ddc4fd32	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785296	SRX20557926	SAMN35536813	SRS17863973	N100019141_L01_2.fq.gz	N100019141_L01_2.fq.gz	L563	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27564402	1378220100	1235	628694399	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24785296/SRR24785296.fastq.gz	822de58eeb52ae428e92a9fe2bc9adf5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785297	SRX20557925	SAMN35536812	SRS17863970	N100019136_L01_30.fq.gz	N100019136_L01_30.fq.gz	L562	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50015174	2500758700	2086	1132953911	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24785297/SRR24785297.fastq.gz	fed0883786387867c0e95de8334f402b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785298	SRX20557924	SAMN35536811	SRS17863968	N100019121_L01_31.fq.gz	N100019121_L01_31.fq.gz	L561	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	15595414	779770700	665	350215786	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24785298/SRR24785298.fastq.gz	723ca00cadcb3ab2c5f601a7d7eede40	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785299	SRX20557923	SAMN35536307	SRS17863969	P100003464_L02_16.fq.gz	P100003464_L02_16.fq.gz	L57	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31913529	1595676450	1423	663109649	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24785299/SRR24785299.fastq.gz	7b6ac33d43dec3d64092d757f2ca3851	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785300	SRX20557922	SAMN35536810	SRS17863962	N100019121_L01_29.fq.gz	N100019121_L01_29.fq.gz	L560	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	41957959	2097897950	1752	952811920	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24785300/SRR24785300.fastq.gz	2f0b1dc95a9b45fe1a91c78e225449af	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785301	SRX20557921	SAMN35536809	SRS17863964	N100019121_L01_25.fq.gz	N100019121_L01_25.fq.gz	L559	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30722934	1536146700	1288	702262928	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24785301/SRR24785301.fastq.gz	b445d6a720117a065f61076adfaf27b1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785302	SRX20557920	SAMN35536808	SRS17863967	N100019121_L01_20.fq.gz	N100019121_L01_20.fq.gz	L558	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	20841080	1042054000	902	481090505	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24785302/SRR24785302.fastq.gz	691f215c1fd15cca3b9603fd68cf56c2	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785303	SRX20557811	SAMN35536807	SRS17863856	N100019121_L01_16.fq.gz	N100019121_L01_16.fq.gz	L557	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	21463328	1073166400	894	480925890	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24785303/SRR24785303.fastq.gz	2310df1aaac16b54827077489f039ef3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785304	SRX20557918	SAMN35536936	SRS17863965	N100019786_L01_32.fq.gz	N100019786_L01_32.fq.gz	L686	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	13010631	650531550	581	300502111	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24785304/SRR24785304.fastq.gz	8358db29dbe60aaca15dfbf745705b6d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785305	SRX20557917	SAMN35536935	SRS17863966	N100019785_L01_6.fq.gz	N100019785_L01_6.fq.gz	L685	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36036954	1801847700	1624	821973006	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24785305/SRR24785305.fastq.gz	1a128a80d78f1affe51fabb0fb86c977	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785306	SRX20557916	SAMN35536934	SRS17863961	N100019785_L01_5.fq.gz	N100019785_L01_5.fq.gz	L684	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	15536742	776837100	673	336291174	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24785306/SRR24785306.fastq.gz	f03de3182920397dcefb7943164bc4bf	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785307	SRX20557915	SAMN35536933	SRS17863958	N100019785_L01_4.fq.gz	N100019785_L01_4.fq.gz	L683	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32087193	1604359650	1430	732151916	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24785307/SRR24785307.fastq.gz	2ab0982d9eed38901b9eac096eccb1b4	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785308	SRX20557914	SAMN35536932	SRS17863959	N100019785_L01_2.fq.gz	N100019785_L01_2.fq.gz	L682	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	42124640	2106232000	1825	954546032	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24785308/SRR24785308.fastq.gz	242db226022a702fdbf2fa0b829c6cab	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785309	SRX20557913	SAMN35536931	SRS17863960	N100019781_L01_8.fq.gz	N100019781_L01_8.fq.gz	L681	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29252139	1462606950	1267	665470984	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24785309/SRR24785309.fastq.gz	105a8923461a12da5fea070329c7400a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785310	SRX20557912	SAMN35536319	SRS17863957	P100002561_L03_21.fq.gz	P100002561_L03_21.fq.gz	L69	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	23628210	1181410500	1102	533659822	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24785310/SRR24785310.fastq.gz	13319b78a723855c2f577741878024a7	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
